Players,Wicket Status,Wicket Type,R_ball,B,M_ball,4s_ball,6s_ball,SR,Month,Day,Year,Ground_Played,Team_ball,O,M_bat,R_bat,W,Econ,0s,4s_bat,6s_bat,WD,NB,Team_bat
M van,lbw b McGrath,lbw b,45.0,69.0,77.0,4.0,0.0,65.21,Jul,8,2003,"Edgbaston, Birmingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SM Pollock,c Flintoff b Anderson,c b,0.0,3.0,2.0,0.0,0.0,0.0,Jul,8,2003,"Edgbaston, Birmingham",South Africa,6.0,1.0,15.0,1.0,2.5,28.0,2.0,0.0,0.0,0.0,South Africa
PR Adams,not out,not out,33.0,71.0,96.0,3.0,0.0,46.47,Jul,8,2003,"Edgbaston, Birmingham",South Africa,6.0,0.0,44.0,1.0,7.33,17.0,8.0,0.0,0.0,0.0,South Africa
A Nel,c Flintoff b Anderson,c b,1.0,2.0,4.0,0.0,0.0,50.0,Jul,8,2003,"Edgbaston, Birmingham",South Africa,8.0,1.0,38.0,0.0,4.75,34.0,6.0,1.0,1.0,0.0,South Africa
M Ntini,not out,not out,10.0,19.0,24.0,1.0,0.0,52.63,Jul,8,2003,"Edgbaston, Birmingham",South Africa,6.0,0.0,30.0,2.0,5.0,26.0,5.0,0.0,1.0,0.0,South Africa
KC Wessels,c & b Willey,c b,57.0,100.0,128.0,6.0,0.0,57.0,Jun,1,1985,"Edgbaston, Birmingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GM Wood,lbw b Cowans,lbw b,5.0,14.0,15.0,1.0,0.0,35.71,Jun,1,1985,"Edgbaston, Birmingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DM Wellham,lbw b Botham,lbw b,7.0,19.0,18.0,1.0,0.0,36.84,Jun,1,1985,"Edgbaston, Birmingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AR Border,not out,not out,85.0,123.0,194.0,5.0,0.0,69.1,Jun,1,1985,"Edgbaston, Birmingham",Australia,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Australia
DC Boon,b Allott,b,13.0,12.0,24.0,1.0,1.0,108.33,Jun,1,1985,"Edgbaston, Birmingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
WB Phillips,c Gatting b Cowans,c b,14.0,16.0,16.0,2.0,0.0,87.5,Jun,1,1985,"Edgbaston, Birmingham",Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SP O'Donnell,b Botham,b,28.0,34.0,48.0,4.0,0.0,82.35,Jun,1,1985,"Edgbaston, Birmingham",Australia,11.0,2.0,32.0,2.0,2.9,0.0,0.0,0.0,0.0,0.0,Australia
GRJ Matthews,not out,not out,8.0,7.0,10.0,1.0,0.0,114.28,Jun,1,1985,"Edgbaston, Birmingham",Australia,10.0,0.0,38.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,Australia
GA Gooch,b McDermott,b,115.0,159.0,216.0,9.0,1.0,72.32,Jun,1,1985,"Edgbaston, Birmingham",England,2.0,0.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,England
RT Robinson,c & b O'Donnell,c b,26.0,48.0,66.0,4.0,0.0,54.16,Jun,1,1985,"Edgbaston, Birmingham",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DI Gower,c â Phillips b O'Donnell,c b,0.0,7.0,8.0,0.0,0.0,0.0,Jun,1,1985,"Edgbaston, Birmingham",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AJ Lamb,b Thomson,b,25.0,56.0,69.0,1.0,0.0,44.64,Jun,1,1985,"Edgbaston, Birmingham",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IT Botham,c Wellham b Lawson,c b,29.0,36.0,46.0,2.0,0.0,80.55,Jun,1,1985,"Edgbaston, Birmingham",England,10.0,2.0,38.0,2.0,3.8,0.0,0.0,0.0,0.0,0.0,England
MW Gatting,c Lawson b McDermott,c b,6.0,13.0,15.0,0.0,0.0,46.15,Jun,1,1985,"Edgbaston, Birmingham",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
P Willey,c â Phillips b Lawson,c b,0.0,2.0,3.0,0.0,0.0,0.0,Jun,1,1985,"Edgbaston, Birmingham",England,11.0,1.0,38.0,1.0,3.45,0.0,0.0,0.0,0.0,0.0,England
PR Downton,not out,not out,16.0,9.0,12.0,1.0,0.0,177.77,Jun,1,1985,"Edgbaston, Birmingham",England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PH Edmonds,not out,not out,6.0,6.0,8.0,0.0,0.0,100.0,Jun,1,1985,"Edgbaston, Birmingham",England,10.0,0.0,48.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,England
MJ Horne,c Pollock b Kallis,c b,12.0,20.0,23.0,3.0,0.0,60.0,Jun,10,1999,"Edgbaston, Birmingham",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NJ Astle,c Cullinan b Kallis,c b,9.0,32.0,50.0,1.0,0.0,28.12,Jun,10,1999,"Edgbaston, Birmingham",New Zealand,6.0,0.0,29.0,1.0,4.83,0.0,0.0,0.0,1.0,0.0,New Zealand
CD McMillan,c Gibbs b Cronje,c b,23.0,54.0,91.0,1.0,0.0,42.59,Jun,10,1999,"Edgbaston, Birmingham",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SP Fleming,c Pollock b Cronje,c b,42.0,64.0,80.0,6.0,0.0,65.62,Jun,10,1999,"Edgbaston, Birmingham",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RG Twose,c Cronje b Klusener,c b,35.0,40.0,69.0,3.0,1.0,87.5,Jun,10,1999,"Edgbaston, Birmingham",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CL Cairns,b Klusener,b,17.0,16.0,21.0,1.0,1.0,106.25,Jun,10,1999,"Edgbaston, Birmingham",New Zealand,7.0,0.0,55.0,1.0,7.85,0.0,0.0,0.0,0.0,3.0,New Zealand
AC Parore,run out (Kirsten/â Boucher),run out,3.0,5.0,5.0,0.0,0.0,60.0,Jun,10,1999,"Edgbaston, Birmingham",New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CZ Harris,not out,not out,27.0,38.0,60.0,1.0,0.0,71.05,Jun,10,1999,"Edgbaston, Birmingham",New Zealand,10.0,0.0,59.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,New Zealand
DJ Nash,b Pollock,b,9.0,22.0,20.0,1.0,0.0,40.9,Jun,10,1999,"Edgbaston, Birmingham",New Zealand,8.0,0.0,44.0,0.0,5.5,0.0,0.0,0.0,1.0,0.0,New Zealand
GR Larsen,not out,not out,13.0,13.0,13.0,1.0,0.0,100.0,Jun,10,1999,"Edgbaston, Birmingham",New Zealand,9.0,0.0,47.0,1.0,5.22,0.0,0.0,0.0,0.0,0.0,New Zealand
G Kirsten,c Nash b Astle,c b,82.0,121.0,139.0,6.0,1.0,67.76,Jun,10,1999,"Edgbaston, Birmingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HH Gibbs,b Allott,b,91.0,118.0,171.0,6.0,1.0,77.11,Jun,10,1999,"Edgbaston, Birmingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
L Klusener,b Larsen,b,4.0,5.0,6.0,1.0,0.0,80.0,Jun,10,1999,"Edgbaston, Birmingham",South Africa,9.0,0.0,46.0,2.0,5.11,0.0,0.0,0.0,3.0,1.0,South Africa
JH Kallis,not out,not out,53.0,36.0,50.0,1.0,3.0,147.22,Jun,10,1999,"Edgbaston, Birmingham",South Africa,6.0,2.0,15.0,2.0,2.5,0.0,0.0,0.0,4.0,0.0,South Africa
DJ Cullinan,c & b Cairns,c b,0.0,2.0,2.0,0.0,0.0,0.0,Jun,10,1999,"Edgbaston, Birmingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
WJ Cronje,run out (Nash),run out,39.0,22.0,20.0,2.0,2.0,177.27,Jun,10,1999,"Edgbaston, Birmingham",South Africa,7.0,0.0,37.0,2.0,5.28,0.0,0.0,0.0,1.0,0.0,South Africa
JN Rhodes,not out,not out,0.0,0.0,2.0,0.0,0.0,0.0,Jun,10,1999,"Edgbaston, Birmingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Imran Farhat,b Morris,b,2.0,9.0,8.0,0.0,0.0,22.22,Jun,10,2013,"Edgbaston, Birmingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Nasir Jamshed,c & b Tsotsobe,c b,42.0,76.0,111.0,4.0,0.0,55.26,Jun,10,2013,"Edgbaston, Birmingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mohammad Hafeez,c Miller b Morris,c b,7.0,21.0,25.0,0.0,0.0,33.33,Jun,10,2013,"Edgbaston, Birmingham",Pakistan,10.0,0.0,38.0,1.0,3.8,32.0,2.0,0.0,1.0,0.0,Pakistan
Shoaib Malik,b Duminy,b,8.0,29.0,39.0,0.0,0.0,27.58,Jun,10,2013,"Edgbaston, Birmingham",Pakistan,6.0,0.0,27.0,1.0,4.5,15.0,0.0,1.0,0.0,0.0,Pakistan
Misbah-ul-Haq (c),c Amla b Tsotsobe,c b,55.0,75.0,94.0,3.0,1.0,73.33,Jun,10,2013,"Edgbaston, Birmingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Umar Amin,c Ingram b McLaren,c b,16.0,29.0,42.0,1.0,0.0,55.17,Jun,10,2013,"Edgbaston, Birmingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Kamran Akmal,c du Plessis b McLaren,c b,0.0,2.0,3.0,0.0,0.0,0.0,Jun,10,2013,"Edgbaston, Birmingham",Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Wahab Riaz,b Phangiso,b,13.0,12.0,16.0,2.0,0.0,108.33,Jun,10,2013,"Edgbaston, Birmingham",Pakistan,9.0,0.0,50.0,0.0,5.55,21.0,5.0,0.0,1.0,0.0,Pakistan
Saeed Ajmal,c Ingram b McLaren,c b,5.0,5.0,13.0,1.0,0.0,100.0,Jun,10,2013,"Edgbaston, Birmingham",Pakistan,10.0,0.0,42.0,1.0,4.2,34.0,3.0,0.0,0.0,0.0,Pakistan
Junaid Khan,b McLaren,b,4.0,12.0,10.0,0.0,0.0,33.33,Jun,10,2013,"Edgbaston, Birmingham",Pakistan,8.0,0.0,45.0,1.0,5.62,26.0,7.0,0.0,2.0,0.0,Pakistan
Mohammad Irfan,not out,not out,0.0,0.0,3.0,0.0,0.0,0.0,Jun,10,2013,"Edgbaston, Birmingham",Pakistan,7.0,1.0,27.0,1.0,3.85,29.0,2.0,0.0,0.0,1.0,Pakistan
CA Ingram,lbw b Mohammad Hafeez,lbw b,20.0,45.0,64.0,2.0,0.0,44.44,Jun,10,2013,"Edgbaston, Birmingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HM Amla,c Mohammad Hafeez b Saeed Ajmal,c b,81.0,97.0,136.0,9.0,0.0,83.5,Jun,10,2013,"Edgbaston, Birmingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
F du,c Shoaib Malik b Mohammad Irfan,c b,28.0,40.0,54.0,2.0,0.0,70.0,Jun,10,2013,"Edgbaston, Birmingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AB de,run out (Misbah-ul-Haq),run out,31.0,31.0,52.0,1.0,1.0,100.0,Jun,10,2013,"Edgbaston, Birmingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JP Duminy,run out (Misbah-ul-Haq),run out,24.0,38.0,44.0,1.0,0.0,63.15,Jun,10,2013,"Edgbaston, Birmingham",South Africa,7.0,0.0,26.0,1.0,3.71,24.0,2.0,0.0,0.0,0.0,South Africa
DA Miller,c Misbah-ul-Haq b Junaid Khan,c b,19.0,24.0,40.0,2.0,0.0,79.16,Jun,10,2013,"Edgbaston, Birmingham",South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
R McLaren,lbw b Shoaib Malik,lbw b,4.0,8.0,11.0,0.0,0.0,50.0,Jun,10,2013,"Edgbaston, Birmingham",South Africa,8.0,3.0,19.0,4.0,2.37,37.0,2.0,0.0,0.0,0.0,South Africa
RJ Peterson,not out,not out,16.0,16.0,24.0,2.0,0.0,100.0,Jun,10,2013,"Edgbaston, Birmingham",South Africa,4.0,0.0,17.0,0.0,4.25,12.0,0.0,1.0,0.0,0.0,South Africa
CH Morris,run out (Wahab Riaz),run out,1.0,2.0,3.0,0.0,0.0,50.0,Jun,10,2013,"Edgbaston, Birmingham",South Africa,7.0,0.0,25.0,2.0,3.57,29.0,3.0,0.0,1.0,0.0,South Africa
